1.182104274630546570e-01,7.646350562572479248e-02,5.853091552853584290e-02,1.432591080665588379e-01,5.139071345329284668e-01,2.974010258913040161e-02,5.988878384232521057e-02
9.883982688188552856e-02,5.495525524020195007e-02,4.331124573945999146e-02,1.277506351470947266e-01,6.112536787986755371e-01,1.966813020408153534e-02,4.422125592827796936e-02
1.011334732174873352e-01,5.299614369869232178e-02,4.267899692058563232e-02,1.244456842541694641e-01,6.133071780204772949e-01,2.071344293653964996e-02,4.472510144114494324e-02
7.502010464668273926e-02,3.402413800358772278e-02,2.588222920894622803e-02,1.008245721459388733e-01,7.272248268127441406e-01,1.021427940577268600e-02,2.680981159210205078e-02
9.913980215787887573e-02,4.994669929146766663e-02,4.224780946969985962e-02,1.234538331627845764e-01,6.218122839927673340e-01,2.032390050590038300e-02,4.307573661208152771e-02
8.568789064884185791e-02,4.677678272128105164e-02,3.313831239938735962e-02,1.164166405797004700e-01,6.709167957305908203e-01,1.307391375303268433e-02,3.398965299129486084e-02
1.247899159789085388e-01,7.710272818803787231e-02,6.728760153055191040e-02,1.469260901212692261e-01,4.771746397018432617e-01,3.835355862975120544e-02,6.836545467376708984e-02
7.505279034376144409e-02,3.885583207011222839e-02,2.599801495671272278e-02,1.034539863467216492e-01,7.197343707084655762e-01,9.597377851605415344e-03,2.730763517320156097e-02
1.220618188381195068e-01,8.310977369546890259e-02,6.395144760608673096e-02,1.494914889335632324e-01,4.850624501705169678e-01,3.234919905662536621e-02,6.397377699613571167e-02
1.229524537920951843e-01,7.669521868228912354e-02,6.594408303499221802e-02,1.465032696723937988e-01,4.842832982540130615e-01,3.667844459414482117e-02,6.694319844245910645e-02
6.587470322847366333e-02,3.120326437056064606e-02,2.066092565655708313e-02,9.183726459741592407e-02,7.610803842544555664e-01,7.271677255630493164e-03,2.207175828516483307e-02
1.087064146995544434e-01,5.597757175564765930e-02,4.864079877734184265e-02,1.299004554748535156e-01,5.817472338676452637e-01,2.522501721978187561e-02,4.980248957872390747e-02
1.279245316982269287e-01,8.718623965978622437e-02,7.135964184999465942e-02,1.517066210508346558e-01,4.498749673366546631e-01,3.983685746788978577e-02,7.211112976074218750e-02
8.765760809183120728e-02,3.892745822668075562e-02,3.372026979923248291e-02,1.108420118689537048e-01,6.793998479843139648e-01,1.537725236266851425e-02,3.407553210854530334e-02
1.114898249506950378e-01,5.931074544787406921e-02,5.092422664165496826e-02,1.320778578519821167e-01,5.670087933540344238e-01,2.675938233733177185e-02,5.242907628417015076e-02
1.050003170967102051e-01,5.573588609695434570e-02,4.528291895985603333e-02,1.270209550857543945e-01,5.962565541267395020e-01,2.290135435760021210e-02,4.780207201838493347e-02
1.181288585066795349e-01,7.236970961093902588e-02,5.990258604288101196e-02,1.422346830368041992e-01,5.139102339744567871e-01,3.194733336567878723e-02,6.150660291314125061e-02
1.203338354825973511e-01,8.483555167913436890e-02,6.205298006534576416e-02,1.507229804992675781e-01,4.920040965080261230e-01,2.943987213075160980e-02,6.061068549752235413e-02
1.012431755661964417e-01,5.146170407533645630e-02,4.371681809425354004e-02,1.254692375659942627e-01,6.122851967811584473e-01,2.129909023642539978e-02,4.452478513121604919e-02
1.084312424063682556e-01,5.750147253274917603e-02,5.063983425498008728e-02,1.336713731288909912e-01,5.730376839637756348e-01,2.601935341954231262e-02,5.069902539253234863e-02
9.507115930318832397e-02,5.566839501261711121e-02,3.934516012668609619e-02,1.263949275016784668e-01,6.273546218872070312e-01,1.625127531588077545e-02,3.991451114416122437e-02
1.211774423718452454e-01,7.866688817739486694e-02,6.307840347290039062e-02,1.462939828634262085e-01,4.929440319538116455e-01,3.349484875798225403e-02,6.434433162212371826e-02
9.457512199878692627e-02,4.207663983106613159e-02,3.560004010796546936e-02,1.127155274152755737e-01,6.590459942817687988e-01,1.807055994868278503e-02,3.791610896587371826e-02
7.659491151571273804e-02,3.714571893215179443e-02,2.703583240509033203e-02,1.031789258122444153e-01,7.169848680496215820e-01,1.061952579766511917e-02,2.844019420444965363e-02
9.942919760942459106e-02,5.025893822312355042e-02,4.204121977090835571e-02,1.238588765263557434e-01,6.212498545646667480e-01,2.015435881912708282e-02,4.300759732723236084e-02
7.374671101570129395e-02,3.042324818670749664e-02,2.492729201912879944e-02,9.700897336006164551e-02,7.381553053855895996e-01,1.019708812236785889e-02,2.554132975637912750e-02
1.036951467394828796e-01,6.330711394548416138e-02,4.612747952342033386e-02,1.342989355325698853e-01,5.854419469833374023e-01,2.044935896992683411e-02,4.668006300926208496e-02
1.336769610643386841e-01,1.018438711762428284e-01,8.001790195703506470e-02,1.605311185121536255e-01,4.055505394935607910e-01,4.230314493179321289e-02,7.607645541429519653e-02
